사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2024-05,4호선,0426,서울역,309,18,"5,024","1,015","6,505","20,242","12,694","42,950","16,927","91,300","15,642","57,177","14,381","33,238","16,439","31,817","17,549","35,778","17,540","35,715","17,854","35,112","19,583","37,713","24,612","39,260","48,596","43,103","61,035","43,536","24,726","33,499","17,351","25,294","15,471","23,953","11,116","19,449","4,961","9,889",628,"3,104",1,280,0,0,0,0,2024-06-03 09:43:48
2024-05,4호선,0427,숙대입구(갈월),21,4,"3,347",657,"8,562","8,234","18,939","24,720","29,243","54,504","21,706","34,642","18,581","28,138","19,191","24,822","23,102","20,658","24,987","22,809","25,000","21,533","29,008","21,469","39,536","25,376","45,567","32,105","54,042","40,582","27,382","25,595","25,381","17,979","25,894","16,234","21,558","15,757","10,138","10,394","1,316","2,456",1,1,0,0,0,0,2024-06-03 09:43:48
2024-05,4호선,0428,삼각지,6,1,564,493,"2,357","5,435","7,420","13,729","11,051","20,353","7,017","12,139","6,350","10,856","6,673","11,900","7,612","12,895","8,722","13,028","9,405","11,865","10,304","12,586","12,006","14,761","16,912","18,753","24,386","25,400","12,731","15,332","12,679","8,697","15,094","7,070","14,118","5,840","7,336","3,862",963,"1,560",0,10,0,1,0,0,2024-06-03 09:43:48
2024-05,4호선,0429,신용산,19,1,"1,397","1,375","4,283","15,203","12,911","41,349","18,912","94,885","16,759","70,600","15,402","34,536","20,283","31,365","21,197","33,177","26,731","33,511","25,778","31,949","34,447","33,210","44,721","35,426","68,147","42,371","96,414","50,093","47,723","29,300","40,501","16,913","40,746","12,757","29,739","9,461","12,907","4,941","1,492","1,410",0,12,0,0,0,0,2024-06-03 09:43:48
2024-05,4호선,0430,이촌(국립중앙박물관),22,4,"1,380",984,"5,480","7,540","13,261","14,316","18,553","27,742","13,102","24,707","11,467","20,842","12,699","19,782","18,915","20,400","17,733","25,700","20,613","21,949","23,556","21,065","30,549","20,596","34,846","21,070","28,681","26,477","12,545","16,676","9,841","9,987","11,887","9,211","9,963","8,034","2,227","4,620",206,"1,534",0,27,0,0,0,0,2024-06-03 09:43:48
2024-05,4호선,0431,동작(현충원),6,0,226,419,723,"3,168","2,222","3,450","2,458","7,185","2,565","5,305","2,685","4,123","3,494","3,125","3,291","3,549","2,735","4,626","4,026","3,863","4,804","3,690","5,170","3,422","6,250","3,982","6,172","5,076","3,488","3,533","3,368","3,095","3,231","1,538","2,018","1,098",839,702,159,404,1,123,0,0,0,0,2024-06-03 09:43:48
2024-05,4호선,0432,총신대입구(이수),104,3,"6,672","1,209","18,938","11,513","49,923","19,921","61,924","43,517","41,954","31,104","33,007","26,846","31,102","27,080","33,102","29,884","34,162","32,602","31,300","34,920","31,522","41,210","34,968","47,726","37,510","58,586","44,134","80,488","27,496","50,300","26,288","31,160","21,393","27,785","17,700","24,383","8,507","14,752","1,160","3,862",9,862,0,0,0,0,2024-06-03 09:43:48
2024-05,4호선,0433,사당,185,56,"11,084","1,539","29,238","20,933","70,928","29,214","84,685","39,496","66,354","31,271","47,765","27,440","40,416","34,568","42,410","35,262","42,751","32,483","41,304","32,491","41,112","38,418","43,187","49,699","50,644","70,220","55,305","100,775","36,720","62,108","34,032","40,915","36,933","37,718","33,711","35,658","17,733","24,385","2,131","7,510",3,759,0,0,0,0,2024-06-03 09:43:48
2024-05,4호선,0434,남태령,13,0,745,62,"1,158","1,692","2,482","5,192","4,280","5,824","3,293","2,430","2,692","1,549","2,799","1,384","2,851","1,490","2,391","1,513","2,446","1,542","2,855","1,827","4,193","1,908","5,561","1,827","4,484","2,087","1,815","1,662","1,266","1,676",878,"1,260",495,"1,290",249,627,32,190,0,1,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1001,서울역,12,1,72,634,162,"5,620","12,906","7,943","24,519","9,272","19,921","6,860","17,916","6,188","21,543","3,795","21,755","5,541","19,605","5,283","9,346","5,159","21,973","6,131","19,248","6,310","21,898","9,339","25,356","10,621","23,658","6,943","16,795","5,140","22,275","4,724","17,692","4,083","10,701","1,019","1,518",56,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1002,남영,114,4,"2,687","1,424","5,363","9,368","14,327","26,391","19,939","53,060","13,251","29,342","10,655","16,647","11,046","14,134","12,375","12,592","12,942","14,407","13,123","12,586","17,130","13,405","22,982","15,335","33,327","19,059","41,264","24,959","18,129","16,500","15,815","11,652","15,722","10,432","12,674","9,814","5,290","5,980",281,"1,475",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1003,용산,566,10,"5,295","5,748","6,720","40,471","24,558","93,569","35,161","156,609","45,861","124,467","39,789","90,468","58,700","79,384","55,479","84,680","72,411","85,707","57,481","84,341","104,873","87,277","116,783","85,968","135,314","96,191","165,904","96,744","112,920","65,902","115,303","45,794","111,434","31,458","75,317","17,455","29,652","8,138","1,306","2,643",2,16,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1004,노량진,475,9,"5,394","2,168","8,301","6,388","19,073","8,870","24,835","14,994","14,793","12,394","12,082","10,694","12,572","12,315","13,678","12,751","15,643","12,845","15,055","11,844","15,242","13,851","16,683","17,687","18,996","26,427","19,080","39,213","15,111","21,837","15,867","14,267","16,767","13,180","15,758","11,635","5,752","7,480",302,"1,747",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1005,대방,525,38,"5,516","2,104","10,431","8,928","26,253","32,293","32,782","42,384","20,474","21,968","16,174","12,401","14,760","12,632","16,085","13,077","15,374","15,293","14,864","13,448","15,966","15,583","16,878","18,281","29,405","25,325","35,719","35,126","13,953","21,344","10,949","16,383","9,808","16,033","6,728","14,424","2,419","9,418",146,"2,407",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1006,영등포,"4,908",131,"17,514","8,126","17,708","27,914","43,700","64,492","59,088","130,367","44,981","99,518","45,830","77,892","51,326","87,611","60,183","92,872","65,339","100,895","65,273","84,417","92,809","81,922","105,305","85,566","126,430","94,755","162,543","112,504","102,765","70,400","100,234","43,412","75,133","34,434","58,192","29,574","25,635","17,848",896,"4,739",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1007,신도림,442,2,"2,377",798,"3,870","3,145","9,877","7,580","11,955","15,334","7,036","8,141","5,402","5,593","5,220","5,656","5,610","5,945","5,450","6,924","5,307","5,976","5,590","7,070","6,800","7,876","10,455","10,618","14,022","14,485","6,778","8,455","6,303","5,353","4,672","4,841","4,328","3,882","1,899","2,706",114,"1,497",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1032,신길,816,3,"10,435","1,767","11,413","6,192","24,974","18,932","33,257","27,325","19,605","11,058","12,926","7,477","11,678","7,418","13,522","8,416","11,801","9,403","10,456","8,902","12,402","10,897","14,678","13,320","20,063","17,629","28,684","23,743","11,235","16,211","8,780","12,080","8,067","12,737","6,177","11,070","2,267","6,912",141,"2,006",0,1,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1701,구로,"12,967",65,"22,999","4,704","19,789","13,663","39,484","31,757","38,700","68,827","29,202","39,656","23,291","29,082","23,261","26,024","25,141","25,566","25,802","26,685","26,555","25,167","30,900","27,637","35,020","32,475","51,248","39,460","55,968","44,614","25,704","30,157","21,121","21,813","17,856","21,484","12,766","18,755","4,877","13,972",36,"13,289",0,3,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1702,가산디지털단지,"1,559",6,"8,369","2,840","8,264","12,410","15,823","57,247","17,617","148,418","13,041","70,478","12,008","23,086","13,512","16,696","15,692","17,204","16,893","17,862","17,657","17,185","20,613","16,974","30,387","20,913","72,930","26,250","104,875","29,956","42,693","21,129","25,795","14,436","21,171","13,709","14,261","13,536","6,613","7,862",266,"1,245",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1703,금천구청,718,5,"12,256","1,628","20,243","6,711","47,386","17,381","44,200","31,509","28,372","13,275","20,459","10,295","18,072","10,988","18,779","13,411","16,807","16,627","14,955","14,443","15,061","19,924","16,787","23,508","18,203","33,163","27,992","46,027","11,789","33,887","8,935","19,653","7,841","19,512","5,050","16,361","1,734","10,884",76,827,0,1,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1704,석수,368,3,"8,138","2,773","17,375","6,302","37,144","12,196","34,962","15,341","22,427","11,199","16,082","8,599","13,753","6,595","13,789","7,752","12,144","9,144","11,189","9,330","12,958","12,554","14,124","15,318","17,658","22,664","15,925","33,002","8,840","24,096","6,686","15,979","5,330","15,510","3,800","14,093","1,555","8,394",70,666,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1705,관악,224,3,"8,828","2,281","14,670","4,449","34,938","7,654","30,236","12,723","17,541","11,652","12,615","11,188","11,657","8,462","13,005","8,429","12,457","8,284","11,244","8,632","10,670","10,683","12,468","13,255","12,918","19,570","11,745","29,938","6,739","21,709","5,649","13,290","4,870","13,226","2,933","11,108","1,231","8,000",123,857,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1706,안양,416,6,"17,173","4,577","35,551","15,582","86,841","23,107","76,200","54,631","46,544","56,552","35,262","38,256","33,961","36,530","40,448","35,488","40,227","42,318","37,178","33,765","46,114","40,811","61,351","46,766","61,364","63,179","45,841","89,807","28,352","64,594","26,182","39,832","24,731","33,044","21,320","27,798","9,617","20,678",458,"3,304",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1707,명학,159,6,"7,359","2,305","11,401","9,246","27,153","27,118","23,019","55,437","12,935","16,243","9,852","10,686","10,443","13,194","11,235","8,977","10,537","10,550","13,431","10,157","11,967","8,300","17,788","10,635","30,451","13,892","37,189","20,789","13,562","17,711","11,437","10,398","8,226","8,783","6,517","8,606","2,594","6,636",180,"1,511",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1708,금정,653,7,"25,845","5,654","41,281","23,091","94,903","49,018","94,275","92,547","59,977","37,058","43,299","24,790","38,438","25,670","40,248","27,821","36,500","31,595","33,399","32,712","35,237","42,721","43,810","49,523","69,102","70,161","78,075","98,572","37,288","76,322","30,552","48,058","24,803","47,121","17,943","40,046","8,340","28,064",668,"10,932",1,1,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1709,군포,20,0,"5,351","2,661","9,468","9,780","19,833","35,878","17,987","40,342","10,981","8,647","8,509","5,277","8,274","4,942","8,279","5,562","7,548","6,286","7,189","6,167","7,830","7,588","10,726","8,395","24,589","11,348","33,347","15,116","12,065","12,755","9,983","8,129","5,380","7,098","2,838","6,112","1,421","4,012",53,754,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1710,의왕,122,1,"7,047","4,023","14,564","14,324","31,098","34,019","29,614","29,673","16,266","12,021","12,716","8,300","12,400","8,180","13,050","9,265","11,324","10,184","12,187","9,357","14,643","11,704","21,475","15,025","30,616","19,658","24,621","29,076","13,150","20,959","9,434","14,628","7,245","12,903","4,452","11,056","1,922","8,165",87,"1,415",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1711,성균관대,259,5,"10,173","2,270","31,499","7,597","73,690","11,816","60,074","29,637","32,962","20,838","25,588","18,784","22,623","17,658","24,794","17,578","22,894","22,704","21,262","20,522","22,555","24,159","30,100","30,171","31,353","45,530","27,931","67,135","18,299","51,649","15,466","32,849","14,193","30,513","14,490","26,204","7,217","19,739",328,"3,224",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1712,화서,453,20,"10,072","1,195","26,167","4,681","49,868","7,505","39,307","15,442","19,155","14,979","14,702","18,373","14,143","23,143","15,257","25,617","16,121","28,230","18,983","25,796","24,601","25,319","27,923","26,407","28,993","33,596","27,241","49,026","21,917","35,739","19,234","20,340","17,348","15,812","14,134","14,152","2,405","10,138",88,"1,727",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1713,수원,"2,439",76,"22,647","5,535","40,884","34,362","82,281","61,092","77,864","87,262","56,273","83,228","52,588","79,775","57,484","76,662","63,500","90,231","66,449","82,030","67,840","79,807","84,797","86,156","106,320","97,294","104,095","110,986","108,459","138,809","85,075","101,508","93,141","60,947","72,610","48,104","63,157","38,758","24,549","27,077",770,"8,803",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1714,독산,756,7,"9,274","2,604","20,489","13,752","50,526","46,847","47,832","95,457","27,499","44,531","21,309","15,096","20,485","12,945","21,308","14,101","19,803","16,010","18,862","14,197","20,175","18,391","31,124","22,375","57,363","31,289","69,092","47,274","29,209","35,776","18,030","22,874","12,345","23,799","8,154","22,362","2,969","13,690",128,969,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1715,세류,621,5,"4,572","1,291","10,186","3,165","16,600","4,362","11,958","4,368","6,608","3,226","5,762","3,124","4,934","3,424","4,740","4,204","4,363","3,673","4,022","4,055","5,115","4,867","6,538","6,773","7,510","8,676","5,824","13,344","3,644","10,242","2,827","7,684","2,623","6,894","1,402","5,318",462,"3,418",16,"1,029",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1716,병점,"3,521",20,"9,628","3,884","31,623","12,957","59,440","23,587","50,543","35,589","35,382","21,627","29,390","18,043","27,805","18,689","29,641","22,670","24,508","19,558","24,425","23,146","29,160","28,764","33,221","34,572","37,926","48,401","36,687","55,712","22,909","46,599","15,820","34,716","14,015","28,309","10,181","26,918","3,629","19,383",40,"8,365",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1717,세마,342,1,"2,491","1,904","6,494","4,120","11,716","5,532","11,193","11,396","7,207","2,752","5,041","2,525","4,828","3,009","5,008","2,845","5,352","3,540","4,591","3,684","5,403","3,911","7,480","7,052","8,617","9,427","9,299","8,875","3,973","9,342","2,551","5,654","2,324","5,702","1,566","5,204",574,"2,888",51,311,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1718,오산대,388,0,"3,318","1,277","7,933","2,698","14,857","5,009","11,562","11,086","7,796","5,430","6,040","6,433","5,676","5,688","5,969","4,722","6,754","5,479","6,238","5,317","8,075","4,759","9,946","7,172","10,392","10,793","9,687","13,251","4,640","10,821","3,834","6,753","3,420","6,353","2,372","5,175","1,172","3,505",82,345,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1719,오산,594,4,"8,398","2,367","17,643","10,875","29,729","29,458","30,985","21,712","22,757","16,956","20,577","13,636","19,253","12,348","20,822","15,768","17,496","16,677","17,542","16,539","19,787","20,678","24,568","27,283","27,281","31,338","28,357","34,682","17,570","26,448","13,964","20,551","9,822","16,307","6,163","11,376","2,469","9,822",148,928,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1720,진위,25,1,981,301,"1,915","2,855","3,233","8,752","3,165","8,323","2,531","2,988","2,018","2,324","2,108","1,372","1,991","1,294","2,456","1,487","2,178","1,425","3,748","1,660","4,593","2,088","8,055","2,778","8,299","2,737","3,199","2,917","1,921","1,745","1,125","1,747",526,"1,245",270,935,16,64,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1721,송탄,103,0,"6,094","1,019","9,136","3,691","14,494","6,883","13,831","9,863","11,074","5,127","9,252","4,691","9,267","5,171","8,754","5,976","8,460","5,999","7,129","7,054","8,661","8,476","10,606","10,692","10,385","13,605","10,413","14,108","6,021","13,659","4,891","11,139","4,276","9,960","2,738","8,095","1,098","7,170",68,649,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1722,서정리,77,0,"5,414","4,937","13,126","9,912","20,131","17,097","19,678","24,055","16,297","11,117","14,518","8,788","14,079","8,592","14,493","11,492","12,874","12,004","13,140","11,370","15,954","13,708","23,554","19,390","38,081","23,173","22,544","21,303","12,979","19,636","10,244","15,982","8,108","12,505","5,114","12,328","2,619","9,450",112,990,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1723,평택지제,7,0,"2,994","6,847","6,372","10,242","12,815","12,909","12,281","7,942","8,265","5,507","6,464","4,143","6,315","4,747","6,875","5,375","5,012","4,603","5,679","5,044","8,193","6,258","8,716","8,383","16,469","10,466","10,133","12,479","9,063","10,259","6,215","7,295","5,925","6,853","5,167","6,245","2,670","3,955",86,402,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1724,평택,165,1,"8,981","3,410","15,967","10,135","31,059","17,996","34,072","29,707","31,577","25,461","26,266","20,728","24,627","24,559","26,334","26,045","25,985","25,704","25,568","28,369","28,528","30,512","33,027","38,122","37,256","45,597","32,981","45,196","24,867","27,366","24,929","24,894","18,177","19,187","14,818","15,498","7,848","8,941",144,"2,894",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1725,성환,40,0,"2,433","1,099","3,940","4,038","8,015","14,653","7,537","22,159","7,967","25,722","7,719","10,690","7,620","7,126","11,583","11,470","12,236","10,749","11,495","6,523","16,662","7,014","27,885","8,077","25,583","9,120","17,468","9,012","7,400","7,655","6,065","6,949","4,121","6,561","2,765","6,873","1,071","5,228",94,"1,404",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1726,직산,126,4,898,372,"1,803","1,469","2,924","3,694","2,589","3,737","2,068","1,411","1,737","1,176","1,594","1,017","1,516","1,364","1,543","1,247","1,419","1,269","1,834","1,278","1,875","1,835","4,031","2,570","3,656","2,523","1,420","2,609",993,"1,445",832,"1,375",374,"1,229",215,"1,098",23,201,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1727,두정,"1,392",7,"6,110","1,905","11,370","5,071","20,145","13,986","18,504","26,717","18,003","24,898","13,118","18,370","14,451","15,202","16,933","15,989","16,019","14,013","15,063","12,676","17,942","12,190","20,732","17,938","22,480","20,834","21,577","27,580","13,520","19,035","10,868","16,172","10,405","11,839","7,653","12,812","4,048","9,940",78,"2,984",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1728,천안,"1,875",4,"3,765","1,021","6,144","4,027","13,920","7,887","13,334","18,443","16,655","17,293","12,633","14,352","14,684","16,044","15,300","16,014","15,176","14,249","21,294","14,356","23,095","14,798","25,331","16,493","22,670","22,368","19,848","22,441","14,068","13,688","10,965","10,880","7,993","7,979","5,102","6,640","3,056","4,160",26,"2,890",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1729,당정,26,1,"4,791","1,187","12,277","3,348","27,241","9,836","23,497","17,845","14,220","10,484","10,321","7,013","9,933","5,785","10,896","7,540","9,173","6,927","9,097","7,061","9,668","8,160","11,524","11,328","13,637","15,140","15,550","22,038","6,519","17,120","5,385","12,522","4,267","10,470","4,024","10,570","1,384","7,257",104,"1,360",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1749,서동탄,1,0,"1,571",11,"6,434",905,"11,368","1,615","4,700","1,094","3,133",958,"2,226",742,"2,259","1,276","1,806","1,134","1,803","1,367","1,570","1,601","1,859","2,403","1,912","2,640","1,990","3,652","2,249","5,932","1,006","6,576",904,"2,743",559,"2,075",469,"2,838",146,"1,704",6,"1,402",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경부선,1750,광명,1,0,41,"1,765","3,966","3,498","12,188","7,308","10,969","7,966","7,834","6,802","4,784","4,424","8,291","3,018","6,170","9,220","5,526",249,"4,104","9,284","6,949","4,207","8,099","5,628","9,577","7,666","10,506","12,797","9,138","7,555","3,231","4,862","8,184","3,271","3,041","5,104","1,327",44,1,1,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1801,개봉,"1,620",1,"20,612","6,886","42,057","12,904","96,841","15,074","90,362","24,135","56,904","21,626","42,200","18,285","36,164","20,929","36,281","26,586","33,163","28,877","28,880","31,084","29,013","39,413","32,744","50,273","33,297","66,475","31,288","89,941","19,688","65,867","15,697","44,089","13,053","40,951","12,103","34,473","4,284","20,783",57,"1,806",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1802,오류동,590,5,"14,221","2,185","20,638","5,388","50,089","5,943","49,693","12,183","33,373","11,412","25,329","9,481","21,324","10,603","22,006","13,549","19,344","14,991","16,475","15,974","16,416","19,521","16,360","23,730","16,204","30,525","14,451","45,333","9,280","37,373","7,444","24,287","6,081","22,962","4,224","20,175","2,050","13,485",58,"1,773",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1803,역곡,"1,298",17,"31,642","3,166","47,990","11,011","116,240","15,401","113,210","39,164","68,168","40,896","46,931","28,993","41,351","30,382","44,116","34,087","41,515","33,459","35,891","37,036","39,509","41,785","44,996","58,940","45,073","77,152","40,281","115,510","25,479","89,923","21,469","52,988","18,312","51,581","15,769","43,889","8,201","30,056",497,"4,114",2,2,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1804,부천,"3,762",33,"42,292","4,455","44,387","12,686","100,777","18,891","101,236","48,436","66,922","48,292","51,163","47,142","50,994","42,545","54,252","52,753","52,710","58,528","51,243","53,775","57,398","59,915","62,391","68,182","61,735","90,714","60,546","114,286","39,547","91,205","34,684","58,230","32,207","51,656","25,074","42,529","12,278","29,165",951,"5,491",2,2,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1805,송내,"1,681",8,"18,212","8,550","42,344","17,687","108,437","31,567","91,176","81,279","55,805","42,287","41,293","26,236","39,967","23,769","39,730","26,996","36,251","28,850","32,432","28,366","35,389","34,882","39,223","44,714","50,563","63,560","75,172","92,699","30,839","80,194","23,770","49,771","19,802","44,106","15,201","38,075","6,944","25,448",577,"3,872",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1806,부평,"9,552",102,"25,233","5,346","38,123","12,051","87,080","20,287","81,348","34,029","52,134","39,701","42,948","37,285","42,943","43,242","48,036","50,928","47,301","56,807","47,403","56,722","52,821","59,141","57,642","71,765","60,606","90,508","55,033","119,081","42,573","96,262","40,297","57,418","37,520","50,577","31,171","40,022","17,744","26,168","2,688","8,463",0,2,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1807,백운,115,3,"10,148","1,651","16,436","3,043","31,774","4,539","30,579","10,654","18,670","7,334","14,874","6,300","14,272","8,340","13,378","9,346","12,346","10,040","10,625","10,578","10,441","13,554","11,698","15,979","11,295","21,816","9,494","27,619","5,333","25,577","4,690","15,015","4,622","14,761","2,884","12,401","1,584","7,708",177,"2,709",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1808,동암,805,12,"22,333","3,460","31,661","7,654","61,784","13,377","59,915","17,309","38,035","16,435","29,718","15,157","26,675","18,187","29,055","20,910","25,490","20,906","22,025","22,094","22,095","26,369","24,620","33,886","24,667","47,501","22,525","58,679","14,604","51,784","12,022","34,901","10,480","32,278","7,988","27,304","3,972","16,323",417,"5,541",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1809,주안,987,31,"15,217","4,059","30,335","9,212","62,396","19,722","60,085","32,143","39,880","26,823","31,408","21,729","33,166","21,718","36,289","24,670","33,410","23,024","29,519","25,828","33,820","25,915","36,378","35,770","40,767","43,114","38,406","58,487","23,774","58,137","21,796","33,469","20,766","32,521","15,741","28,531","8,538","20,731",748,"6,605",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1810,제물포,"1,082",10,"8,651","2,863","18,292","6,642","37,713","16,483","34,516","37,504","21,333","17,812","17,430","11,265","17,928","10,887","18,768","13,440","17,714","13,777","14,996","12,627","21,059","15,631","27,297","19,657","25,516","23,924","26,400","33,041","11,229","29,193","8,845","17,214","7,415","16,350","4,439","15,441","1,715","10,916",69,"3,548",0,1,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1811,동인천,"1,781",4,"8,155","2,845","19,331","11,401","45,301","23,868","36,260","33,321","24,749","20,402","22,401","20,637","23,184","22,901","25,709","23,127","25,652","25,905","26,104","22,214","31,693","23,764","31,951","27,435","38,217","31,535","39,268","37,181","18,901","35,422","14,322","21,332","13,308","17,841","7,579","16,376","2,722","10,594",13,"3,942",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1812,인천,386,3,"1,448","1,060","3,595","2,967","6,068","6,671","5,580","11,156","4,250","9,982","4,426","10,083","5,394","12,114","7,665","11,812","10,265","9,660","13,815","8,121","14,854","6,776","16,532","6,095","16,141","5,342","14,692","4,879","8,033","3,527","6,627","2,602","4,092","2,307","1,984","1,869",595,"1,319",7,"1,010",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1813,구일,274,4,"4,912","2,359","10,995","5,504","27,970","8,835","24,340","14,642","15,181","15,650","11,765","8,811","10,835","9,735","12,687","15,628","11,101","20,039","10,852","17,102","13,119","18,117","19,528","24,521","21,232","34,624","18,043","43,288","9,333","21,163","9,934","11,934","18,547","12,392","30,505","9,835","4,263","6,969",53,633,0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1814,소사,"1,189",16,"15,189","3,596","14,159","5,634","29,940","7,593","26,202","11,836","18,925","10,589","15,153","10,378","13,698","9,242","14,454","10,950","12,874","10,960","11,671","11,487","12,119","12,843","14,218","15,709","13,951","19,657","11,668","26,571","7,272","19,388","5,445","14,179","4,678","13,215","3,019","11,776","1,279","7,792",99,"2,200",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1815,부개,"2,478",7,"11,815","1,659","18,550","3,694","41,888","6,651","35,277","11,364","22,497","7,110","16,297","6,757","14,754","8,723","14,998","10,367","13,930","10,968","11,114","12,092","11,118","14,685","12,698","18,996","11,946","24,413","11,157","31,038","6,834","26,452","5,015","17,751","4,110","15,699","2,691","13,311","1,436","9,385",256,"2,392",0,1,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1816,간석,413,14,"6,572","1,686","12,202","3,086","22,755","4,675","21,260","9,670","13,363","5,862","10,587","5,834","9,993","6,569","10,280","7,312","9,998","8,312","8,411","8,483","9,005","10,127","10,492","12,005","9,666","15,615","9,705","19,512","5,328","18,164","4,613","11,032","3,993","9,396","2,882","8,186","1,382","5,932",219,"2,216",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1817,도원,715,20,"2,323","1,372","4,068","2,491","8,133","7,360","7,889","20,909","5,906","4,680","5,429","5,327","5,900","4,620","6,515","4,416","6,121","5,491","5,593","6,218","7,997","7,897","11,416","7,717","10,084","8,603","11,481","10,590","4,989","6,875","2,999","4,408","8,436","3,880","1,423","3,364",467,"2,357",36,"1,408",0,0,0,0,0,0,2024-06-03 09:43:48
2024-05,경인선,1821,온수(성공회대입구),273,4,"5,972","1,581","9,222","3,913","23,801","9,968","21,748","14,127","15,737","9,202","11,953","7,051","11,538","7,709","13,459","8,388","11,503","8,757","10,830","10,035","12,221","10,447","15,280","12,507","13,695","15,052","11,355","22,893","6,148","18,087","4,933","11,396","5,719","10,338","3,681","9,275","2,007","6,027",129,941,0,0,0,0,0,0,2024-06-03 09:43:48
